invoice,branch,city,type,gender,category,cogs,sales,date,time,payment,review
413-20-6708,c,houston,member,female,fashion accessories,"51,47","54,04",3/18/2019,15:52,ewallet,"8,50"
425-85-2085,b,chicago,member,male,health and beauty,"274,30","288,02",3/29/2019,16:48,ewallet,"9,80"
521-18-7827,c,houston,member,male,home and lifestyle,"196,95","206,80",1/22/2019,20:46,credit card,"8,70"
220-28-1851,a,nueva york,normal,male,home and lifestyle,"69,46","72,93",03/01/2019,18:14,ewallet,"9,70"
600-38-9738,c,houston,member,male,sports and travel,"359,60","377,58",1/17/2019,15:05,credit card,"4,30"
734-91-1155,b,chicago,normal,female,electronic accessories,"137,13","143,99",3/26/2019,10:34,credit card,"7,70"
451-28-5717,c,houston,member,female,home and lifestyle,"499,02","523,97",3/20/2019,11:23,cash,"7,30"
609-81-8548,a,nueva york,member,female,home and lifestyle,"224,64","235,87",02/06/2019,13:55,credit card,"5,90"
133-14-7229,c,houston,normal,male,health and beauty,"125,74","132,03",01/01/2019,11:43,cash,"5,00"
534-01-4457,a,nueva york,normal,male,food and beverages,"490,26","514,77",1/27/2019,14:36,credit card,"8,00"
719-89-8991,a,nueva york,member,female,sports and travel,"457,05","479,90",2/25/2019,16:03,ewallet,"7,10"
286-62-6248,b,chicago,normal,male,fashion accessories,"156,84","164,68",1/16/2019,20:03,credit card,"9,00"
339-38-9982,b,chicago,member,male,fashion accessories,"119,72","125,71",1/13/2019,14:55,ewallet,"6,70"
827-44-5872,b,chicago,member,female,food and beverages,"543,60","570,78",02/07/2019,11:28,credit card,"6,10"
827-77-7633,a,nueva york,normal,male,sports and travel,"882,81","926,95",2/17/2019,19:41,cash,"9,30"
287-83-1405,a,nueva york,normal,male,health and beauty,"152,58","160,21",02/12/2019,19:01,ewallet,"7,00"
435-13-4908,a,nueva york,member,male,fashion accessories,"693,44","728,11",1/24/2019,18:04,credit card,"7,20"
857-67-9057,b,chicago,normal,male,electronic accessories,"229,50","240,98",02/06/2019,19:20,ewallet,"8,20"
236-27-1144,c,houston,normal,female,food and beverages,"146,79","154,13",3/26/2019,10:31,ewallet,"8,40"
892-05-6689,a,nueva york,normal,female,home and lifestyle,"141,60","148,68",03/11/2019,13:28,ewallet,"6,20"
583-41-4548,c,houston,normal,male,home and lifestyle,"116,69","122,52",02/07/2019,11:36,ewallet,"7,40"
339-12-4827,b,chicago,member,female,fashion accessories,"73,96","77,66",01/05/2019,11:32,credit card,"5,00"
643-38-7867,a,nueva york,normal,male,home and lifestyle,"97,94","102,84",03/07/2019,11:44,ewallet,"6,90"
308-81-0538,a,nueva york,normal,female,fashion accessories,"292,20","306,81",2/25/2019,17:16,credit card,"4,90"
358-88-9262,c,houston,member,female,food and beverages,"524,88","551,12",02/01/2019,18:43,ewallet,"5,10"
460-35-4390,a,nueva york,normal,male,home and lifestyle,"92,04","96,64",1/22/2019,11:00,ewallet,"9,10"
343-87-0864,c,houston,member,male,health and beauty,"75,88","79,67",01/03/2019,10:30,credit card,"7,10"
173-50-1108,b,chicago,member,female,sports and travel,"80,72","84,76",2/13/2019,12:14,credit card,"5,00"
243-47-2663,c,houston,member,male,electronic accessories,"112,62","118,25",1/28/2019,16:43,credit card,"5,50"
841-18-8232,b,chicago,normal,female,food and beverages,"71,20","74,76",01/05/2019,20:40,credit card,"9,20"
701-23-5550,b,chicago,member,male,home and lifestyle,"155,24","163,00",3/19/2019,13:40,ewallet,"4,90"
647-50-1224,a,nueva york,normal,female,fashion accessories,"294,20","308,91",01/12/2019,16:23,ewallet,"8,90"
541-48-8554,a,nueva york,normal,male,sports and travel,"548,55","575,98",01/07/2019,12:08,credit card,"6,00"
539-21-7227,b,chicago,normal,female,sports and travel,"257,70","270,59",1/26/2019,17:45,cash,"4,20"
213-32-1216,a,nueva york,normal,female,electronic accessories,"396,36","416,18",1/23/2019,10:28,cash,"7,30"
747-58-7183,b,chicago,normal,male,fashion accessories,"171,81","180,40",02/09/2019,20:31,ewallet,"6,50"
582-52-8065,b,chicago,normal,female,fashion accessories,"488,79","513,23",2/22/2019,10:49,cash,"8,90"
210-57-1719,b,chicago,normal,female,health and beauty,"524,16","550,37",02/05/2019,12:34,cash,"9,70"
399-69-4630,c,houston,normal,male,electronic accessories,"133,26","139,92",03/07/2019,10:23,credit card,"8,60"
134-75-2619,a,nueva york,member,male,electronic accessories,"135,24","142,00",3/25/2019,18:51,cash,"6,90"
356-44-8813,b,chicago,normal,male,home and lifestyle,"112,44","118,06",1/20/2019,13:45,credit card,"7,70"
198-66-9832,b,chicago,member,female,fashion accessories,"144,08","151,28",02/04/2019,19:38,cash,"9,50"
283-26-5248,c,houston,member,female,food and beverages,"985,20","1.034,46",1/30/2019,20:23,ewallet,"4,50"
712-39-0363,a,nueva york,member,male,food and beverages,"249,96","262,46",01/02/2019,15:24,ewallet,"5,60"
218-59-9410,a,nueva york,member,female,home and lifestyle,"217,26","228,12",3/29/2019,16:54,ewallet,"8,20"
174-75-0888,b,chicago,normal,male,electronic accessories,"194,22","203,93",3/14/2019,12:32,cash,"7,30"
866-99-7614,c,houston,normal,male,food and beverages,"892,00","936,60",02/11/2019,15:42,credit card,"4,40"
134-54-4720,b,chicago,normal,female,electronic accessories,"339,36","356,33",1/30/2019,13:58,ewallet,"5,70"
760-90-2357,a,nueva york,member,male,electronic accessories,"447,06","469,41",3/20/2019,15:08,ewallet,"5,00"
514-37-2845,b,chicago,normal,male,fashion accessories,"198,50","208,43",3/20/2019,13:02,cash,"9,00"
698-98-5964,a,nueva york,normal,female,food and beverages,"812,10","852,71",1/17/2019,13:01,credit card,"6,30"
718-57-9773,c,houston,normal,female,sports and travel,"493,30","517,97",02/03/2019,16:40,credit card,"9,40"
651-88-7328,a,nueva york,normal,female,fashion accessories,"591,66","621,24",01/01/2019,13:55,cash,"7,70"
241-11-2261,b,chicago,normal,female,fashion accessories,"559,02","586,97",01/10/2019,10:33,credit card,"5,50"
408-26-9866,c,houston,normal,female,sports and travel,"517,86","543,75",03/02/2019,16:42,ewallet,"4,10"
834-83-1826,b,chicago,member,female,home and lifestyle,"410,20","430,71",2/25/2019,17:16,credit card,"7,60"
343-61-3544,b,chicago,member,male,sports and travel,"266,70","280,04",1/29/2019,11:48,cash,"8,60"
239-48-4278,a,nueva york,member,male,food and beverages,"70,91","74,46",03/10/2019,19:35,ewallet,"8,30"
355-34-6244,b,chicago,normal,male,food and beverages,"144,78","152,02",1/13/2019,19:55,credit card,"8,10"
550-84-8664,a,nueva york,normal,male,sports and travel,"429,55","451,03",3/22/2019,14:33,credit card,"8,60"
339-96-8318,b,chicago,member,male,fashion accessories,"569,17","597,63",03/01/2019,19:49,ewallet,"6,30"
458-61-0011,b,chicago,normal,male,food and beverages,"241,20","253,26",2/20/2019,18:43,cash,"5,80"
592-34-6155,c,houston,normal,male,food and beverages,"127,08","133,43",1/14/2019,14:43,ewallet,"6,20"
797-88-0493,a,nueva york,normal,female,health and beauty,"257,08","269,93",3/26/2019,13:54,cash,"7,70"
207-73-1363,b,chicago,normal,male,health and beauty,"139,02","145,97",03/01/2019,12:15,ewallet,"8,10"
390-31-6381,c,houston,normal,male,food and beverages,"81,66","85,74",01/07/2019,12:37,cash,"7,30"
443-82-0585,a,nueva york,member,female,health and beauty,"310,72","326,26",02/01/2019,19:54,cash,"8,40"
339-18-7061,c,houston,member,female,fashion accessories,"185,96","195,26",2/13/2019,15:06,credit card,"8,00"
359-90-3665,b,chicago,member,female,fashion accessories,"72,32","75,94",1/14/2019,18:03,credit card,"9,50"
375-72-3056,b,chicago,normal,male,sports and travel,"189,18","198,64",1/19/2019,15:58,ewallet,"7,00"
127-47-6963,a,nueva york,normal,male,health and beauty,"206,84","217,18",03/09/2019,13:53,credit card,"9,80"
278-86-2735,a,nueva york,normal,female,food and beverages,"157,02","164,87",3/27/2019,14:03,cash,"9,20"
695-28-6250,a,nueva york,normal,female,sports and travel,"215,30","226,07",02/04/2019,16:38,ewallet,"7,70"
379-17-6588,c,houston,normal,male,fashion accessories,"596,10","625,91",3/14/2019,11:07,cash,"5,30"
227-50-3718,a,nueva york,normal,male,health and beauty,"73,10","76,76",03/04/2019,12:23,cash,"4,40"
302-15-2162,c,houston,member,male,health and beauty,"279,18","293,14",03/03/2019,10:54,credit card,"4,30"
788-07-8452,c,houston,member,female,home and lifestyle,"169,68","178,16",1/27/2019,17:38,ewallet,"9,40"
560-49-6611,a,nueva york,member,female,sports and travel,"45,58","47,86",02/07/2019,14:13,cash,"9,80"
880-35-0356,a,nueva york,member,female,sports and travel,"225,60","236,88",02/05/2019,11:51,ewallet,"4,80"
585-11-6748,b,chicago,member,male,sports and travel,"290,40","304,92",3/15/2019,13:05,cash,"5,30"
470-31-3286,b,chicago,normal,male,health and beauty,"44,46","46,68",03/01/2019,11:30,credit card,"8,70"
152-68-2907,a,nueva york,normal,male,food and beverages,"156,60","164,43",2/15/2019,13:30,credit card,"9,50"
123-35-4896,c,houston,normal,female,sports and travel,"419,94","440,94",2/17/2019,19:11,ewallet,"5,30"
258-69-7810,c,houston,normal,female,fashion accessories,"184,25","193,46",1/26/2019,18:53,cash,"9,20"
334-64-2006,a,nueva york,member,female,home and lifestyle,"140,64","147,67",3/24/2019,14:22,ewallet,"9,60"
219-61-4139,c,houston,normal,male,electronic accessories,"83,08","87,23",1/23/2019,17:16,ewallet,"6,40"
881-41-7302,c,houston,normal,female,fashion accessories,"64,99","68,24",1/26/2019,10:06,credit card,"4,50"
373-09-4567,c,houston,normal,male,food and beverages,"775,60","814,38",3/14/2019,20:35,ewallet,"6,90"
642-30-6693,b,chicago,normal,female,sports and travel,"327,06","343,41",3/17/2019,13:54,ewallet,"7,80"
484-22-8230,c,houston,member,female,fashion accessories,"363,23","381,39",01/08/2019,20:08,cash,"4,50"
830-58-2383,b,chicago,normal,male,home and lifestyle,"127,00","133,35",02/08/2019,15:26,cash,"8,60"
559-98-9873,a,nueva york,member,female,fashion accessories,"375,55","394,33",02/10/2019,12:56,ewallet,"5,20"
544-32-5024,c,houston,member,female,food and beverages,"199,16","209,12",3/28/2019,19:16,credit card,"6,40"
318-12-0304,a,nueva york,normal,male,fashion accessories,"30,61","32,14",1/23/2019,12:20,ewallet,"5,20"
349-97-8902,b,chicago,member,male,food and beverages,"115,78","121,57",1/17/2019,10:37,ewallet,"8,90"
421-95-9805,a,nueva york,normal,female,electronic accessories,"28,96","30,41",02/07/2019,10:18,credit card,"6,20"
277-35-5865,c,houston,member,female,food and beverages,"890,73","935,27",03/09/2019,11:23,cash,"6,70"
789-23-8625,b,chicago,member,male,fashion accessories,"279,66","293,64",1/24/2019,11:45,cash,"7,20"
284-54-4231,c,houston,member,male,sports and travel,"80,93","84,98",1/19/2019,16:08,credit card,"9,00"
443-59-0061,a,nueva york,member,male,food and beverages,"674,50","708,23",02/03/2019,11:25,ewallet,"4,20"
509-29-3912,a,nueva york,member,female,sports and travel,"348,48","365,90",3/20/2019,12:24,ewallet,"4,20"
327-40-9673,b,chicago,member,male,sports and travel,"435,60","457,38",1/13/2019,19:51,cash,"6,90"
840-19-2096,c,houston,member,male,electronic accessories,"439,55","461,53",3/14/2019,18:10,ewallet,"4,40"
828-46-6863,a,nueva york,member,male,food and beverages,"591,18","620,74",1/23/2019,11:22,credit card,"4,00"
641-96-3695,c,houston,member,female,fashion accessories,"260,76","273,80",02/07/2019,17:55,ewallet,"8,50"
420-97-3340,a,nueva york,normal,female,food and beverages,"215,04","225,79",3/28/2019,15:30,credit card,"9,20"
436-54-4512,a,nueva york,member,female,food and beverages,"91,61","96,19",3/20/2019,19:44,cash,"9,80"
670-79-6321,b,chicago,member,female,home and lifestyle,"662,13","695,24",1/17/2019,15:27,credit card,"4,90"
852-62-7105,b,chicago,normal,female,fashion accessories,"832,50","874,13",01/12/2019,11:25,credit card,"4,40"
598-06-7312,b,chicago,member,male,fashion accessories,"91,35","95,92",2/16/2019,15:42,cash,"6,80"
135-13-8269,b,chicago,member,female,food and beverages,"157,76","165,65",1/26/2019,16:04,cash,"9,10"
816-57-2053,a,nueva york,normal,male,sports and travel,"121,74","127,83",03/09/2019,12:37,ewallet,"8,70"
628-90-8624,b,chicago,member,male,health and beauty,"825,80","867,09",3/14/2019,14:41,cash,"5,00"
856-66-2701,a,nueva york,member,male,home and lifestyle,"159,90","167,90",1/25/2019,14:19,ewallet,"7,50"
308-39-1707,a,nueva york,normal,female,fashion accessories,"12,09","12,69",1/26/2019,18:19,credit card,"8,20"
149-61-1929,a,nueva york,normal,male,sports and travel,"641,90","674,00",1/19/2019,14:08,credit card,"6,70"
655-07-2265,a,nueva york,normal,male,electronic accessories,"234,93","246,68",03/05/2019,16:38,ewallet,"5,40"
589-02-8023,a,nueva york,member,male,food and beverages,"167,54","175,92",1/15/2019,10:54,credit card,"7,00"
420-04-7590,b,chicago,normal,male,home and lifestyle,"299,10","314,06",3/18/2019,11:29,ewallet,"4,70"
182-88-2763,b,chicago,member,male,food and beverages,"239,73","251,72",3/20/2019,19:28,credit card,"5,00"
188-55-0967,b,chicago,member,male,health and beauty,"664,70","697,94",1/15/2019,15:01,credit card,"5,00"
610-46-4100,a,nueva york,normal,male,health and beauty,"202,65","212,78",03/03/2019,20:31,credit card,"6,00"
318-81-2368,c,houston,normal,female,electronic accessories,"46,20","48,51",3/19/2019,12:16,cash,"6,30"
364-33-8584,b,chicago,member,female,food and beverages,"88,15","92,56",03/08/2019,15:27,cash,"8,50"
665-63-9737,b,chicago,normal,male,fashion accessories,"157,26","165,12",2/27/2019,17:36,ewallet,"7,50"
695-09-5146,b,chicago,member,female,food and beverages,"296,37","311,19",2/23/2019,20:00,ewallet,"6,40"
155-45-3814,c,houston,member,female,electronic accessories,"708,40","743,82",3/19/2019,15:29,ewallet,"4,70"
794-32-2436,b,chicago,member,male,electronic accessories,"111,34","116,91",3/27/2019,15:08,ewallet,"6,00"
131-15-8856,c,houston,member,female,food and beverages,"580,16","609,17",3/30/2019,19:26,credit card,"4,00"
273-84-2164,c,houston,member,male,electronic accessories,"60,25","63,26",2/16/2019,15:53,ewallet,"5,50"
706-36-6154,a,nueva york,member,male,home and lifestyle,"174,24","182,95",1/18/2019,18:43,ewallet,"8,70"
778-89-7974,c,houston,normal,male,health and beauty,"421,26","442,32",3/30/2019,14:58,cash,"7,40"
574-31-8277,b,chicago,member,male,fashion accessories,"33,63","35,31",3/20/2019,19:55,cash,"5,60"
859-71-0933,c,houston,member,female,sports and travel,"30,98","32,53",1/16/2019,15:10,cash,"6,30"
740-11-5257,c,houston,normal,male,electronic accessories,"247,40","259,77",2/24/2019,16:44,cash,"7,10"
369-82-2676,b,chicago,normal,male,electronic accessories,"378,30","397,22",1/15/2019,18:22,ewallet,"7,80"
563-47-4072,b,chicago,normal,female,health and beauty,"334,86","351,60",1/22/2019,11:52,cash,"9,90"
742-04-5161,a,nueva york,member,male,home and lifestyle,"727,80","764,19",02/03/2019,17:24,cash,"7,30"
149-15-7606,b,chicago,member,male,sports and travel,"335,88","352,67",03/06/2019,15:31,ewallet,"5,10"
133-77-3154,b,chicago,member,male,fashion accessories,"240,72","252,76",2/16/2019,18:04,credit card,"9,40"
169-52-4504,a,nueva york,normal,female,electronic accessories,"47,07","49,42",3/14/2019,14:13,credit card,"5,80"
250-81-7186,c,houston,normal,female,electronic accessories,"99,69","104,67",2/27/2019,10:23,credit card,"8,00"
562-12-5430,a,nueva york,member,female,fashion accessories,"264,45","277,67",1/18/2019,10:11,ewallet,"7,90"
816-72-8853,a,nueva york,member,female,sports and travel,"139,65","146,63",1/29/2019,15:48,cash,"5,90"
491-38-3499,a,nueva york,member,male,fashion accessories,"55,45","58,22",2/26/2019,17:46,credit card,"4,90"
322-02-2271,b,chicago,normal,female,sports and travel,"128,91","135,36",02/03/2019,11:46,cash,"9,30"
842-29-4695,c,houston,member,male,sports and travel,"119,98","125,98",1/16/2019,12:07,credit card,"7,90"
725-67-2480,b,chicago,member,female,fashion accessories,"352,50","370,13",3/24/2019,18:14,credit card,"5,90"
641-51-2661,c,houston,member,female,food and beverages,"871,00","914,55",02/12/2019,14:45,credit card,"9,90"
714-02-3114,c,houston,normal,female,sports and travel,"197,60","207,48",2/21/2019,11:39,cash,"7,70"
518-17-2983,a,nueva york,normal,female,fashion accessories,"194,52","204,25",02/04/2019,15:44,ewallet,"7,60"
779-42-2410,b,chicago,member,male,food and beverages,"173,22","181,88",2/20/2019,13:06,ewallet,"7,70"
190-14-3147,b,chicago,normal,female,health and beauty,"71,88","75,47",2/23/2019,20:43,ewallet,"6,40"
408-66-6712,c,houston,member,female,health and beauty,"286,26","300,57",2/16/2019,14:19,ewallet,"4,40"
679-22-6530,b,chicago,normal,female,sports and travel,"81,24","85,30",1/17/2019,10:01,credit card,"4,10"
588-47-8641,a,nueva york,member,male,fashion accessories,"560,40","588,42",1/14/2019,19:30,ewallet,"4,40"
642-61-4706,b,chicago,member,male,food and beverages,"186,80","196,14",3/30/2019,16:34,cash,"5,50"
576-31-4774,b,chicago,normal,female,health and beauty,"220,23","231,24",03/02/2019,13:10,ewallet,"4,00"
556-41-6224,c,houston,normal,male,health and beauty,"269,12","282,58",2/15/2019,17:10,credit card,"9,30"
811-03-8790,a,nueva york,normal,female,electronic accessories,"454,80","477,54",03/01/2019,10:22,credit card,"4,80"
242-11-3142,b,chicago,member,male,fashion accessories,"167,54","175,92",2/24/2019,19:57,cash,"4,60"
752-23-3760,b,chicago,member,female,sports and travel,"448,56","470,99",2/19/2019,19:29,credit card,"7,30"
274-05-5470,a,nueva york,member,female,food and beverages,"293,88","308,57",2/23/2019,18:30,cash,"6,00"
648-94-3045,c,houston,normal,male,health and beauty,"589,50","618,98",02/07/2019,14:27,ewallet,"8,10"
130-67-4723,a,nueva york,member,male,food and beverages,"291,00","305,55",01/11/2019,13:57,ewallet,"9,40"
528-87-5606,b,chicago,member,female,electronic accessories,"39,48","41,45",02/12/2019,19:43,cash,"6,50"
320-85-2052,b,chicago,normal,female,sports and travel,"34,81","36,55",1/14/2019,10:11,credit card,"7,00"
370-96-0655,c,houston,normal,female,fashion accessories,"295,92","310,72",01/09/2019,13:46,ewallet,"7,10"
105-10-6182,a,nueva york,member,male,fashion accessories,"42,96","45,11",2/27/2019,12:22,ewallet,"6,60"
510-79-0415,b,chicago,member,female,sports and travel,"138,48","145,40",1/24/2019,19:20,ewallet,"4,90"
241-96-5076,b,chicago,member,female,home and lifestyle,"98,20","103,11",01/08/2019,12:58,credit card,"6,40"
767-97-4650,b,chicago,member,female,sports and travel,"129,66","136,14",01/08/2019,11:59,credit card,"8,00"
648-83-1321,a,nueva york,member,male,home and lifestyle,"635,60","667,38",1/16/2019,17:59,cash,"4,30"
173-57-2300,c,houston,member,male,sports and travel,"145,76","153,05",3/13/2019,12:51,cash,"6,10"
305-03-2383,a,nueva york,normal,female,food and beverages,"201,30","211,37",2/15/2019,10:36,cash,"7,50"
394-55-6384,c,houston,member,female,sports and travel,"631,71","663,30",1/25/2019,13:38,cash,"6,70"
266-20-6657,c,houston,member,male,food and beverages,"385,28","404,54",03/12/2019,19:39,ewallet,"5,20"
689-05-1884,a,nueva york,member,male,health and beauty,"486,30","510,62",03/04/2019,12:44,cash,"8,80"
196-01-2849,c,houston,member,female,fashion accessories,"513,66","539,34",02/10/2019,13:56,cash,"9,50"
372-62-5264,c,houston,normal,female,food and beverages,"473,40","497,07",1/16/2019,14:42,cash,"7,60"
800-09-8606,a,nueva york,member,female,home and lifestyle,"436,85","458,69",1/29/2019,19:45,cash,"6,60"
182-52-7000,a,nueva york,member,female,sports and travel,"108,16","113,57",01/01/2019,20:26,ewallet,"6,90"
826-58-8051,b,chicago,normal,male,home and lifestyle,"248,76","261,20",01/06/2019,19:46,ewallet,"4,30"
868-06-0466,a,nueva york,member,male,electronic accessories,"626,22","657,53",2/19/2019,19:38,credit card,"7,80"
751-41-9720,c,houston,normal,male,home and lifestyle,"975,00","1.023,75",01/12/2019,16:18,ewallet,"8,00"
626-43-7888,c,houston,normal,female,fashion accessories,"483,28","507,44",02/07/2019,12:23,ewallet,"9,60"
176-64-7711,b,chicago,normal,male,food and beverages,"96,96","101,81",3/27/2019,19:11,credit card,"4,30"
191-29-0321,b,chicago,member,female,fashion accessories,"197,70","207,59",2/27/2019,18:57,credit card,"5,00"
729-06-2010,b,chicago,member,male,health and beauty,"724,23","760,44",01/06/2019,11:18,cash,"9,20"
640-48-5028,b,chicago,member,female,home and lifestyle,"795,51","835,29",03/02/2019,12:40,cash,"6,30"
186-79-9562,b,chicago,normal,male,health and beauty,"502,39","527,51",3/29/2019,14:06,cash,"8,90"
834-45-5519,b,chicago,normal,female,electronic accessories,"172,00","180,60",1/31/2019,20:48,ewallet,"7,60"
162-65-8559,c,houston,member,male,food and beverages,"68,98","72,43",1/21/2019,20:13,cash,"4,80"
760-27-5490,c,houston,normal,male,fashion accessories,"124,96","131,21",1/20/2019,20:37,ewallet,"9,10"
445-30-9252,a,nueva york,normal,male,sports and travel,"77,10","80,96",1/17/2019,17:59,ewallet,"6,10"
786-94-2700,a,nueva york,member,male,food and beverages,"483,72","507,91",2/28/2019,20:18,cash,"9,10"
728-88-7867,c,houston,member,female,home and lifestyle,"302,12","317,23",3/19/2019,15:52,ewallet,"8,30"
183-21-3799,c,houston,normal,female,electronic accessories,"698,67","733,60",2/19/2019,15:14,ewallet,"7,20"
268-20-3585,c,houston,normal,female,health and beauty,"124,65","130,88",02/04/2019,12:50,ewallet,"6,00"
735-32-9839,c,houston,member,male,fashion accessories,"789,60","829,08",1/31/2019,10:36,ewallet,"8,50"
258-92-7466,a,nueva york,normal,female,health and beauty,"178,40","187,32",02/06/2019,18:33,credit card,"6,60"
857-16-3520,a,nueva york,member,female,fashion accessories,"500,22","525,23",3/28/2019,16:06,ewallet,"4,50"
482-17-1179,a,nueva york,member,male,electronic accessories,"35,82","37,61",1/19/2019,12:47,credit card,"8,10"
788-21-5741,a,nueva york,normal,male,fashion accessories,"136,14","142,95",2/17/2019,13:34,credit card,"7,20"
821-14-9046,b,chicago,member,female,fashion accessories,"104,88","110,12",1/18/2019,15:04,credit card,"6,10"
418-05-0656,b,chicago,normal,female,fashion accessories,"178,92","187,87",02/02/2019,20:42,cash,"7,10"
678-79-0726,c,houston,member,female,sports and travel,"815,67","856,45",1/18/2019,15:28,cash,"5,10"
776-68-1096,b,chicago,normal,male,home and lifestyle,"132,36","138,98",3/18/2019,13:45,credit card,"7,90"
592-46-1692,c,houston,member,female,food and beverages,"257,39","270,26",01/11/2019,20:10,cash,"7,40"
434-35-9162,b,chicago,member,male,food and beverages,"93,36","98,03",02/04/2019,18:53,ewallet,"7,40"
149-14-0304,c,houston,member,female,health and beauty,"228,00","239,40",02/06/2019,14:24,cash,"6,60"
442-44-6497,c,houston,member,male,home and lifestyle,"166,71","175,05",01/08/2019,11:42,credit card,"5,90"
174-64-0215,b,chicago,normal,male,sports and travel,"697,40","732,27",03/05/2019,17:49,credit card,"8,90"
210-74-9613,c,houston,normal,male,fashion accessories,"389,04","408,49",3/16/2019,15:33,ewallet,"6,80"
299-29-0180,b,chicago,member,female,home and lifestyle,"365,26","383,52",03/09/2019,10:54,cash,"9,30"
247-11-2470,a,nueva york,member,female,fashion accessories,"89,28","93,74",03/01/2019,16:23,credit card,"4,40"
635-28-5728,a,nueva york,normal,male,health and beauty,"168,00","176,40",2/28/2019,19:33,ewallet,"4,80"
756-49-0168,a,nueva york,member,male,fashion accessories,"19,70","20,69",02/08/2019,11:39,ewallet,"9,50"
438-23-1242,b,chicago,normal,male,electronic accessories,"531,16","557,72",1/24/2019,10:38,ewallet,"8,90"
238-45-6950,b,chicago,member,male,food and beverages,"53,72","56,41",03/01/2019,20:03,ewallet,"6,40"
607-65-2441,c,houston,member,male,health and beauty,"819,50","860,48",03/10/2019,12:39,credit card,"6,00"
386-27-7606,c,houston,member,female,home and lifestyle,"568,40","596,82",3/23/2019,15:59,credit card,"8,10"
137-63-5492,c,houston,normal,male,electronic accessories,"587,60","616,98",1/29/2019,14:26,ewallet,"9,00"
197-77-7132,b,chicago,member,male,electronic accessories,"732,48","769,10",01/12/2019,18:22,ewallet,"6,00"
805-86-0265,a,nueva york,normal,male,home and lifestyle,"845,64","887,92",3/20/2019,11:32,cash,"9,80"
733-29-1227,c,houston,normal,male,home and lifestyle,"389,27","408,73",3/23/2019,12:41,cash,"8,50"
451-73-2711,c,houston,normal,male,food and beverages,"84,83","89,07",1/14/2019,15:20,ewallet,"8,80"
373-14-0504,a,nueva york,member,female,sports and travel,"143,26","150,42",02/12/2019,14:33,ewallet,"8,80"
546-80-2899,a,nueva york,member,male,home and lifestyle,"75,38","79,15",2/20/2019,15:29,ewallet,"9,50"
345-68-9016,c,houston,member,female,sports and travel,"253,36","266,03",01/02/2019,16:19,credit card,"5,60"
390-17-5806,c,houston,member,female,food and beverages,"38,42","40,34",02/02/2019,16:33,cash,"8,60"
457-13-1708,b,chicago,member,male,fashion accessories,"652,30","684,92",01/08/2019,19:07,credit card,"5,20"
664-14-2882,c,houston,member,female,home and lifestyle,"52,65","55,28",1/30/2019,14:43,credit card,"5,80"
487-79-6868,b,chicago,member,female,home and lifestyle,"110,61","116,14",3/26/2019,19:28,credit card,"8,00"
314-23-4520,c,houston,member,male,health and beauty,"568,61","597,04",1/15/2019,20:44,cash,"9,00"
210-30-7976,b,chicago,member,female,fashion accessories,"89,28","93,74",3/14/2019,11:16,ewallet,"4,10"
585-86-8361,a,nueva york,normal,female,food and beverages,"136,40","143,22",02/03/2019,10:31,credit card,"8,60"
807-14-7833,a,nueva york,member,female,electronic accessories,"174,20","182,91",2/22/2019,12:30,ewallet,"7,00"
775-72-1988,b,chicago,normal,male,home and lifestyle,"366,40","384,72",1/24/2019,15:05,ewallet,"8,40"
288-38-3758,c,houston,member,female,fashion accessories,"254,61","267,34",1/25/2019,18:30,ewallet,"7,40"
652-43-6591,a,nueva york,normal,female,fashion accessories,"778,32","817,24",03/09/2019,13:18,credit card,"6,20"
785-96-0615,b,chicago,member,female,electronic accessories,"285,92","300,22",2/17/2019,15:28,ewallet,"4,90"
406-46-7107,a,nueva york,normal,female,home and lifestyle,"579,12","608,08",01/11/2019,11:52,cash,"4,50"
250-17-5703,a,nueva york,member,male,food and beverages,"188,50","197,93",2/27/2019,18:24,ewallet,"5,60"
156-95-3964,a,nueva york,normal,female,food and beverages,"221,56","232,64",3/25/2019,15:19,ewallet,"8,00"
842-40-8179,b,chicago,member,female,food and beverages,"772,00","810,60",02/11/2019,10:38,credit card,"5,60"
525-09-8450,b,chicago,normal,male,electronic accessories,"721,30","757,37",1/31/2019,15:12,credit card,"4,20"
410-67-1709,a,nueva york,member,female,fashion accessories,"511,04","536,59",1/20/2019,17:48,ewallet,"9,90"
587-73-4862,a,nueva york,member,female,health and beauty,"53,45","56,12",3/26/2019,11:07,ewallet,"7,60"
787-87-2010,a,nueva york,member,male,health and beauty,"222,00","233,10",1/20/2019,15:48,credit card,"6,60"
593-14-4239,b,chicago,normal,female,home and lifestyle,"763,68","801,86",03/05/2019,19:40,ewallet,"4,70"
801-88-0346,c,houston,normal,female,fashion accessories,"228,18","239,59",01/05/2019,20:30,credit card,"9,80"
388-76-2555,b,chicago,normal,male,sports and travel,"82,14","86,25",2/13/2019,13:59,cash,"6,30"
711-31-1234,b,chicago,normal,female,electronic accessories,"382,56","401,69",3/16/2019,18:51,cash,"7,90"
886-54-6089,a,nueva york,normal,female,home and lifestyle,"68,58","72,01",1/15/2019,17:24,cash,"7,70"
707-32-7409,b,chicago,member,female,sports and travel,"382,16","401,27",2/26/2019,11:58,ewallet,"4,50"
759-98-4285,c,houston,member,female,health and beauty,"601,09","631,14",2/27/2019,19:01,credit card,"8,00"
